"Mic","Note","Vel","Name","PeakDb","T_m40ms","T_m30ms","T_m20ms","T_m12ms","TpeakMs"
"Close 11","G2","117","G2_v117_e0_rr1 DPA CFIII.wav","-5.7","0.521","5.146","5.271","8.521","19.6"
"Close 11","G2","127","G2_v127_e0_rr1 DPA CFIII.wav","-4.8","0","5.125","5.271","8.521","19.58"
"Close 11","G2","18","G2_v18_e0_rr1 DPA CFIII.wav","-34","0.021","2.396","4.271","4.458","65.88"
"Close 11","G2","27","G2_v27_e0_rr1 DPA CFIII.wav","-30.5","0.417","7.417","8.688","8.854","70.23"
"Close 11","G2","36","G2_v36_e0_rr1 DPA CFIII.wav","-29.4","1.292","5.167","8.729","8.875","19.65"
"Close 11","G2","45","G2_v45_e0_rr1 DPA CFIII.wav","-28","1.604","5.354","8.771","8.896","126.19"
"Close 11","G2","54","G2_v54_e0_rr1 DPA CFIII.wav","-25.3","1.625","5.271","8.5","8.938","126.21"
"Close 11","G2","63","G2_v63_e0_rr1 DPA CFIII.wav","-22","5","5.208","8.479","8.938","116.04"
"Close 11","G2","72","G2_v72_e0_rr1 DPA CFIII.wav","-18.5","2.979","5.188","8.375","8.896","115.98"
"Close 11","G2","81","G2_v81_e0_rr1 DPA CFIII.wav","-15.2","4.979","5.188","8.375","8.938","115.98"
"Close 11","G2","90","G2_v90_e0_rr1 DPA CFIII.wav","-13","6.792","9","12.167","12.729","23.4"
"Close 11","G2","99","G2_v99_e0_rr1 DPA CFIII.wav","-11.2","2.458","5.104","5.271","8.979","19.6"
"Close 11","G2","9","G2_v9_e0_rr1 DPA CFIII.wav","-40.5","0","0.146","4.25","4.562","30.4"
"Close 11","G3","108","G3_v108_e0_rr1 DPA CFIII.wav","-7.6","0","7.417","8.917","8.979","22.92"
"Close 11","G3","117","G3_v117_e0_rr1 DPA CFIII.wav","-4.8","1.125","7.354","8.958","9.021","28.15"
"Close 11","G3","127","G3_v127_e0_rr1 DPA CFIII.wav","-4","0.979","7.083","8.958","9.021","28.17"
"Close 11","G3","18","G3_v18_e0_rr1 DPA CFIII.wav","-30.3","0.792","1.042","2.458","2.646","19.17"
"Close 11","G3","36","G3_v36_e0_rr1 DPA CFIII.wav","-27.7","0.375","2.917","3.021","3.188","19.67"
"Close 11","G3","45","G3_v45_e0_rr1 DPA CFIII.wav","-25.8","0","8.646","8.812","8.938","25.46"
"Close 11","G3","54","G3_v54_e0_rr1 DPA CFIII.wav","-23","2.417","8.688","8.854","8.958","25.46"
"Close 11","G3","63","G3_v63_e0_rr1 DPA CFIII.wav","-19.9","6.729","7.458","8.875","8.958","22.9"
"Close 11","G3","72","G3_v72_e0_rr1 DPA CFIII.wav","-16.7","5.312","7.396","8.875","8.958","22.92"
"Close 11","G3","81","G3_v81_e0_rr1 DPA CFIII.wav","-13.4","5.688","7.438","8.917","8.979","22.92"
"Close 11","G3","90","G3_v90_e0_rr1 DPA CFIII.wav","-11.8","7.292","7.417","8.917","8.979","25.42"
"Close 11","G3","99","G3_v99_e0_rr1 DPA CFIII.wav","-9.6","6.438","7.417","8.917","8.979","22.92"
"Close 11","G3","9","G3_v9_e0_rr1 DPA CFIII.wav","-36.5","0","0","1.292","1.875","18.17"
"Close 11","G4","108","G4_v108_e0_rr1 DPA CFIII.wav","-8","1.729","4.458","4.604","5.292","30.6"
"Close 11","G4","117","G4_v117_e0_rr1 DPA CFIII.wav","-5.3","0","8.167","8.292","9.104","34.42"
"Close 11","G4","127","G4_v127_e0_rr1 DPA CFIII.wav","-4.1","0","2.188","8.042","8.875","31.62"
"Close 11","G4","18","G4_v18_e0_rr1 DPA CFIII.wav","-47.2","0","0.083","5.354","5.562","19.19"
"Close 11","G4","27","G4_v27_e0_rr1 DPA CFIII.wav","-38.1","0","0.188","5.771","6.583","9.48"
"Close 11","G4","36","G4_v36_e0_rr1 DPA CFIII.wav","-34.8","0","2.75","6.917","7.729","26.27"
"Close 11","G4","45","G4_v45_e0_rr1 DPA CFIII.wav","-33.5","0.896","3.604","7.583","7.729","26.27"
"Close 11","G4","54","G4_v54_e0_rr1 DPA CFIII.wav","-31.9","0.667","5.604","5.771","6.562","35.21"
"Close 11","G4","63","G4_v63_e0_rr1 DPA CFIII.wav","-28.3","1","4.5","4.688","5.458","30.85"
"Close 11","G4","72","G4_v72_e0_rr1 DPA CFIII.wav","-24","2.312","4.333","4.5","5.229","30.6"
"Close 11","G4","81","G4_v81_e0_rr1 DPA CFIII.wav","-19.7","1.396","5.729","5.854","6.583","34.46"
"Close 11","G4","90","G4_v90_e0_rr1 DPA CFIII.wav","-14.2","0","4.333","4.479","5.188","30.52"
"Close 11","G4","99","G4_v99_e0_rr1 DPA CFIII.wav","-12.1","0","8.188","8.333","9.021","34.35"
"Close 11","G4","9","G4_v9_e0_rr1 DPA CFIII.wav","-57.6","0","0","0","9","28.38"
"Close 11","G5","108","G5_v108_e0_rr1 DPA CFIII.wav","-6","0","6.646","6.729","7.938","15.77"
"Close 11","G5","117","G5_v117_e0_rr1 DPA CFIII.wav","-3.2","0","7.75","7.771","9.021","16.85"
"Close 11","G5","127","G5_v127_e0_rr1 DPA CFIII.wav","-2.1","0.271","7.729","7.771","8.125","17.15"
"Close 11","G5","18","G5_v18_e0_rr1 DPA CFIII.wav","-58.7","0","0.979","5.458","26.896","37.31"
"Close 11","G5","27","G5_v27_e0_rr1 DPA CFIII.wav","-40","0","6.604","6.771","9","29.15"
"Close 11","G5","36","G5_v36_e0_rr1 DPA CFIII.wav","-35.9","0.271","7.542","7.708","9.938","30.08"
"Close 11","G5","54","G5_v54_e0_rr1 DPA CFIII.wav","-31.7","0.646","6.583","6.75","8.979","29.1"
"Close 11","G5","63","G5_v63_e0_rr1 DPA CFIII.wav","-26.3","3.125","6.625","6.75","9","29.1"
"Close 11","G5","72","G5_v72_e0_rr1 DPA CFIII.wav","-21.2","5.292","6.667","6.792","9","29.1"
"Close 11","G5","81","G5_v81_e0_rr1 DPA CFIII.wav","-16.3","6.583","6.646","6.75","9.021","25.6"
"Close 11","G5","90","G5_v90_e0_rr1 DPA CFIII.wav","-11","0.938","6.667","6.729","9","25.58"
"Close 11","G5","99","G5_v99_e0_rr1 DPA CFIII.wav","-9.5","6.646","6.667","6.75","9","15.81"
"Close 11","G5","9","G5_v9_e0_rr1 DPA CFIII.wav","-62","0.021","1.25","29.792","35.396","179.21"
"Close 11","G6","108","G6_v108_e0_rr1 DPA CFIII.wav","-8.5","8.042","8.083","8.604","8.875","13.9"
"Close 11","G6","117","G6_v117_e0_rr1 DPA CFIII.wav","-6","0","8.104","8.521","8.896","13.92"
"Close 11","G6","127","G6_v127_e0_rr1 DPA CFIII.wav","-5.5","1.542","8.083","8.542","8.896","13.92"
"Close 11","G6","18","G6_v18_e0_rr1 DPA CFIII.wav","-52.7","0","0.5","7.625","8.479","29.83"
"Close 11","G6","27","G6_v27_e0_rr1 DPA CFIII.wav","-41.9","1.312","7.021","7.146","7.854","13.46"
"Close 11","G6","54","G6_v54_e0_rr1 DPA CFIII.wav","-36.2","4.896","6.75","7.708","7.75","11.88"
"Close 11","G6","63","G6_v63_e0_rr1 DPA CFIII.wav","-31.6","7.812","8.083","8.958","9","14.65"
"Close 11","G6","72","G6_v72_e0_rr1 DPA CFIII.wav","-25.4","8.042","8.083","8.604","9","15.29"
"Close 11","G6","81","G6_v81_e0_rr1 DPA CFIII.wav","-20","7.938","8.083","8.604","9","15.29"
"Close 11","G6","90","G6_v90_e0_rr1 DPA CFIII.wav","-13.7","7.958","8.125","8.625","9.021","13.9"
"Close 11","G6","99","G6_v99_e0_rr1 DPA CFIII.wav","-11.6","7.958","8.104","8.625","9","13.9"
"Close 11","G6","9","G6_v9_e0_rr1 DPA CFIII.wav","-55.3","0","0.062","7.354","8.438","13.62"
"Close 12","G#0","108","G#0_v108_e0_rr1 DPA CFIII.wav","-9.5","0.333","8.604","12.333","17.229","26.71"
"Close 12","G#0","117","G#0_v117_e0_rr1 DPA CFIII.wav","-7.2","2.646","2.667","2.812","14.292","20.88"
"Close 12","G#0","127","G#0_v127_e0_rr1 DPA CFIII.wav","-5.9","0","2.688","2.812","14.271","20.88"
"Close 12","G#0","18","G#0_v18_e0_rr1 DPA CFIII.wav","-32.4","0","1.583","7.896","8.458","69.48"
"Close 12","G#0","27","G#0_v27_e0_rr1 DPA CFIII.wav","-31.4","0","15.333","23.188","24.354","30.27"
"Close 12","G#0","36","G#0_v36_e0_rr1 DPA CFIII.wav","-29.2","0.229","3.188","11.167","11.812","17.67"
"Close 12","G#0","45","G#0_v45_e0_rr1 DPA CFIII.wav","-26.1","0.521","5.771","12.729","13.333","18.96"
"Close 12","G#0","54","G#0_v54_e0_rr1 DPA CFIII.wav","-23.6","0.042","0.292","9.479","10.5","16.1"
"Close 12","G#0","63","G#0_v63_e0_rr1 DPA CFIII.wav","-21.1","0","2.917","13.021","14.104","19.67"
"Close 12","G#0","72","G#0_v72_e0_rr1 DPA CFIII.wav","-18.2","0.562","0.688","8.562","13.167","18.85"
"Close 12","G#0","81","G#0_v81_e0_rr1 DPA CFIII.wav","-15.3","1.792","2.521","7.438","14.562","20.71"
"Close 12","G#0","90","G#0_v90_e0_rr1 DPA CFIII.wav","-13.7","6.854","7","11.854","19","25.15"
"Close 12","G#0","99","G#0_v99_e0_rr1 DPA CFIII.wav","-11.8","7.688","7.833","11.625","19.812","25.98"
"Close 12","G#0","9","G#0_v9_e0_rr1 DPA CFIII.wav","-36.4","0","0.938","7.833","8.417","69.48"
"Close 12","G#1","108","G#1_v108_e0_rr1 DPA CFIII.wav","-10.3","0","1.208","1.375","8.979","30.52"
"Close 12","G#1","117","G#1_v117_e0_rr1 DPA CFIII.wav","-8.6","0.125","1.208","1.354","7.938","30.5"
"Close 12","G#1","127","G#1_v127_e0_rr1 DPA CFIII.wav","-7.9","0","0.208","1.354","7.917","30.5"
"Close 12","G#1","18","G#1_v18_e0_rr1 DPA CFIII.wav","-31.3","0.167","1.021","8.125","8.917","54.1"
"Close 12","G#1","36","G#1_v36_e0_rr1 DPA CFIII.wav","-31","0.125","1.521","8.021","8.938","54.1"
"Close 12","G#1","45","G#1_v45_e0_rr1 DPA CFIII.wav","-28.2","0","1.375","7.917","8.917","54.06"
"Close 12","G#1","54","G#1_v54_e0_rr1 DPA CFIII.wav","-25.4","0","0.812","7.958","8.896","31.38"
"Close 12","G#1","63","G#1_v63_e0_rr1 DPA CFIII.wav","-22.3","0.604","1.062","1.396","8.875","21.02"
"Close 12","G#1","72","G#1_v72_e0_rr1 DPA CFIII.wav","-19.3","1.042","1.375","6.438","8.917","30.6"
"Close 12","G#1","81","G#1_v81_e0_rr1 DPA CFIII.wav","-16.2","0","1.125","1.375","8.917","30.56"
"Close 12","G#1","90","G#1_v90_e0_rr1 DPA CFIII.wav","-15.2","0","1.312","1.396","8.917","30.56"
"Close 12","G#1","99","G#1_v99_e0_rr1 DPA CFIII.wav","-13","0.625","1.354","1.417","8.979","30.56"
"Close 12","G#1","9","G#1_v9_e0_rr1 DPA CFIII.wav","-33.7","0","1.292","8.75","8.917","31.33"
"Close 12","G#2","108","G#2_v108_e0_rr1 DPA CFIII.wav","-10.4","0","5.938","8.75","8.979","53.08"
"Close 12","G#2","117","G#2_v117_e0_rr1 DPA CFIII.wav","-7.9","0.521","5.875","8.771","9","53.1"
"Close 12","G#2","127","G#2_v127_e0_rr1 DPA CFIII.wav","-7","0.25","3.208","8.792","9","53.08"
"Close 12","G#2","18","G#2_v18_e0_rr1 DPA CFIII.wav","-35.2","0","3.646","4.125","4.333","48.29"
"Close 12","G#2","27","G#2_v27_e0_rr1 DPA CFIII.wav","-31.2","0.542","3.458","4.021","4.188","48.1"
"Close 12","G#2","36","G#2_v36_e0_rr1 DPA CFIII.wav","-30.1","0","2.729","4.062","4.208","48.12"
"Close 12","G#2","45","G#2_v45_e0_rr1 DPA CFIII.wav","-29.1","0.062","2.292","4.062","4.208","48.1"
"Close 12","G#2","54","G#2_v54_e0_rr1 DPA CFIII.wav","-26.4","1.938","7.25","8.438","8.812","52.67"
"Close 12","G#2","63","G#2_v63_e0_rr1 DPA CFIII.wav","-23.5","0","5.458","8.438","8.854","52.69"
"Close 12","G#2","72","G#2_v72_e0_rr1 DPA CFIII.wav","-20.2","5.396","6.708","8.417","8.875","52.75"
"Close 12","G#2","81","G#2_v81_e0_rr1 DPA CFIII.wav","-17","5.542","5.625","8.479","8.938","52.81"
"Close 12","G#2","90","G#2_v90_e0_rr1 DPA CFIII.wav","-14.6","0.021","5.667","8.521","8.729","52.85"
"Close 12","G#2","99","G#2_v99_e0_rr1 DPA CFIII.wav","-12.8","3.271","5.667","8.542","8.729","52.83"
"Close 12","G#2","9","G#2_v9_e0_rr1 DPA CFIII.wav","-42","0.208","0.521","4.125","4.583","48.52"
"Close 12","G#4","108","G#4_v108_e0_rr1 DPA CFIII.wav","-9.6","1.167","8.167","8.188","8.958","13.42"
"Close 12","G#4","117","G#4_v117_e0_rr1 DPA CFIII.wav","-6.7","0","8.062","8.188","8.979","13.42"
"Close 12","G#4","127","G#4_v127_e0_rr1 DPA CFIII.wav","-5.5","0.062","8.083","8.188","8.938","13.42"
"Close 12","G#4","18","G#4_v18_e0_rr1 DPA CFIII.wav","-47.2","0","0.312","6.292","7.354","22.06"
"Close 12","G#4","27","G#4_v27_e0_rr1 DPA CFIII.wav","-38.4","0.125","0.646","6.521","7.333","22.1"
"Close 12","G#4","36","G#4_v36_e0_rr1 DPA CFIII.wav","-35.4","0.333","1.042","6.083","6.854","19.21"
"Close 12","G#4","54","G#4_v54_e0_rr1 DPA CFIII.wav","-31.7","0.542","3.521","6.062","6.833","19.19"
"Close 12","G#4","63","G#4_v63_e0_rr1 DPA CFIII.wav","-27.5","2.188","5.938","6.083","6.854","19.23"
"Close 12","G#4","72","G#4_v72_e0_rr1 DPA CFIII.wav","-22.7","4.521","6","6.125","6.854","19.71"
"Close 12","G#4","81","G#4_v81_e0_rr1 DPA CFIII.wav","-17.5","4.458","6.042","6.188","6.854","11.31"
"Close 12","G#4","90","G#4_v90_e0_rr1 DPA CFIII.wav","-14.3","0.146","6.042","6.146","6.854","11.29"
"Close 12","G#4","99","G#4_v99_e0_rr1 DPA CFIII.wav","-12.4","0","8.167","8.292","8.979","13.44"
"Close 12","G#4","9","G#4_v9_e0_rr1 DPA CFIII.wav","-57.7","0","0.25","1.083","6.354","15.42"
"Close 12","G#5","108","G#5_v108_e0_rr1 DPA CFIII.wav","-9.3","1.417","8.021","8.104","9.375","20.08"
"Close 12","G#5","117","G#5_v117_e0_rr1 DPA CFIII.wav","-6.6","0","6.917","8.125","9.021","20.1"
"Close 12","G#5","127","G#5_v127_e0_rr1 DPA CFIII.wav","-5.6","0","8.062","8.125","9.021","20.12"
"Close 12","G#5","18","G#5_v18_e0_rr1 DPA CFIII.wav","-53.8","0","0","1.708","8.875","18.77"
"Close 12","G#5","27","G#5_v27_e0_rr1 DPA CFIII.wav","-45.4","0","3.396","7.375","8.979","29.15"
"Close 12","G#5","36","G#5_v36_e0_rr1 DPA CFIII.wav","-40.6","0","7.292","7.729","8.875","38.62"
"Close 12","G#5","45","G#5_v45_e0_rr1 DPA CFIII.wav","-37.9","0.542","7.229","7.438","8.896","38.65"
"Close 12","G#5","54","G#5_v54_e0_rr1 DPA CFIII.wav","-34.8","2.375","7.354","7.792","8.917","38.62"
"Close 12","G#5","63","G#5_v63_e0_rr1 DPA CFIII.wav","-28.9","5.5","7.396","7.75","8.896","38.6"
"Close 12","G#5","72","G#5_v72_e0_rr1 DPA CFIII.wav","-23.4","3.083","3.5","3.896","5","34.71"
"Close 12","G#5","81","G#5_v81_e0_rr1 DPA CFIII.wav","-18.3","3.312","3.521","3.896","6.5","32.9"
"Close 12","G#5","90","G#5_v90_e0_rr1 DPA CFIII.wav","-14.1","7.396","7.458","7.792","8.833","36.79"
"Close 12","G#5","99","G#5_v99_e0_rr1 DPA CFIII.wav","-12.1","7.375","7.458","7.542","8.854","36.79"
"Close 12","G#5","9","G#5_v9_e0_rr1 DPA CFIII.wav","-62.8","0","0.208","1.479","8.833","40.29"
"Close 12","G#6","108","G#6_v108_e0_rr1 DPA CFIII.wav","-10.8","8.083","8.208","8.667","9","14.77"
"Close 12","G#6","117","G#6_v117_e0_rr1 DPA CFIII.wav","-7.8","0","8.208","8.458","9","14.77"
"Close 12","G#6","127","G#6_v127_e0_rr1 DPA CFIII.wav","-7","0.312","5.896","8.667","8.812","14.77"
"Close 12","G#6","18","G#6_v18_e0_rr1 DPA CFIII.wav","-54.5","0","0","8.417","9","27.12"
"Close 12","G#6","27","G#6_v27_e0_rr1 DPA CFIII.wav","-46.2","1.542","2.729","8.271","8.958","14.12"
"Close 12","G#6","36","G#6_v36_e0_rr1 DPA CFIII.wav","-41.6","0.292","5.521","7.729","8.396","15.44"
"Close 12","G#6","63","G#6_v63_e0_rr1 DPA CFIII.wav","-36.3","3.188","8.104","8.333","9","14.69"
"Close 12","G#6","72","G#6_v72_e0_rr1 DPA CFIII.wav","-29.5","5.979","8.104","8.375","9","14.69"
"Close 12","G#6","81","G#6_v81_e0_rr1 DPA CFIII.wav","-23.2","7.979","8.104","8.396","9","14.69"
"Close 12","G#6","90","G#6_v90_e0_rr1 DPA CFIII.wav","-16.6","7.979","8.146","8.667","9.021","14.69"
"Close 12","G#6","99","G#6_v99_e0_rr1 DPA CFIII.wav","-14.5","7.979","8.125","8.667","8.917","14.69"
"Close 12","G#6","9","G#6_v9_e0_rr1 DPA CFIII.wav","-56.4","0","0","8.708","9.021","28.6"
